PROVNUM,PROVNAME,Provider Address,Telephone Number,Provider Resides in Hospital,Provider Type,COUNTY_NAME,ZIP Code
335632,PINE HAVEN HOME,NY ROUTE 217,5186724021,N,Medicare and Medicaid,Columbia,12565
335634,GARDEN GATE HEALTH CARE FACILITY,2365 UNION ROAD,7166688100,N,Medicare and Medicaid,Erie,14227
335635,"LEROY VILLAGE GREEN RESIDENTIAL HEALTH C F, INC",10 MUNSON STREET,5857682561,N,Medicare and Medicaid,Genesee,14482
335636,GOOD SAMARITAN NURSING AND REHABILITATION CARE CTR,101 ELM ST,6312442400,N,Medicare and Medicaid,Suffolk,11782
335637,BROOKLYN-QUEENS NURSING HOME,2749 LINDEN BLVD,7182775100,N,Medicare and Medicaid,Kings,11208
335638,BUFFALO CENTER FOR REHABILITATION AND NURSING,1014 DELAWARE AVE,7168836782,N,Medicare and Medicaid,Erie,14209
335640,THE GRAND REHABILITATION & NURSING AT DELAWARE PAR,1205 DELAWARE AVENUE,7168853838,N,Medicare and Medicaid,Erie,14209
335641,HOUGHTON REHABILITATION & NURSING CENTER,9876 LUCKEY DRIVE,5855672207,N,Medicare and Medicaid,Allegany,14744
335642,GOWANDA REHABILITATION AND NURSING CENTER,100 MILLER STREET,7165325700,N,Medicare and Medicaid,Cattaraugus,14070
335644,KINGS HARBOR MULTICARE CENTER,2000 E GUNHILL ROAD,7183200400,N,Medicare and Medicaid,Bronx,10469
335645,BETHANY NURSING HOME & HEALTH RELATED FACILITY INC,3005 WATKINS ROAD,6077398711,N,Medicare and Medicaid,Chemung,14845
335647,"WILLIAMSVILLE SUBURBAN, L L C",163 SOUTH UNION ROAD,7162761900,N,Medicare and Medicaid,Erie,14221
335648,DITMAS PARK CARE CENTER,2107 DITMAS AVENUE,7184628100,N,Medicare and Medicaid,Kings,11226
335649,NORTH GATE HEALTH CARE FACILITY,7264 NASH ROAD,7166947700,N,Medicare and Medicaid,Niagara,14120
335650,TERRACE VIEW LONG TERM CARE FACILITY,462 GRIDER STREET,7165517100,Y,Medicare and Medicaid,Erie,14215
335652,ABSOLUT CTR FOR NURSING & REHAB THREE RIVERS L L C,101 CREEKSIDE DRIVE,6079364108,N,Medicare and Medicaid,Steuben,14870
335653,MENORAH HOME & HOSPITAL FOR AGED & INFIRM,1516 ORIENTAL BLVD,7186464441,N,Medicare and Medicaid,Kings,11235
335655,MIDDLETOWN PARK REHAB & HEALTH CARE CENTER,121 DUNNING ROAD,8453430801,N,Medicare and Medicaid,Orange,10940
335656,HAYM SOLOMON HOME FOR THE AGED,2340 CROPSEY AVENUE,7183731700,N,Medicare and Medicaid,Kings,11214
335657,CAMPBELL HALL REHABILITATION CENTER INC,23 KIERNAN RD,8452948154,N,Medicare and Medicaid,Orange,10916
335658,GROTON COMMUNITY HEALTH CARE CTR RES CARE FAC,120 SYKES STREET,6078985876,N,Medicare and Medicaid,Tompkins,13073
335659,FORDHAM NURSING AND REHABILITATION CENTER,2678 KINGSBRIDGE TERRACE,7187965800,N,Medicare and Medicaid,Bronx,10463
335661,WELLSVILLE MANOR CARE CENTER,4192A BOLIVAR ROAD,5855934400,N,Medicare and Medicaid,Allegany,14895
335662,AUTUMN VIEW HEALTH CARE FACILITY L L C,S 4650 SOUTHWESTERN BLVD,7166482450,N,Medicare and Medicaid,Erie,14075
335663,"SAFIRE REHABILITATION OF SOUTHTOWN, L L C",300 DORRANCE AVENUE,7165665252,N,Medicare and Medicaid,Erie,14220
335665,TERENCE CARDINAL COOKE HEALTH CARE CENTER,1249 FIFTH AVENUE,2123601000,N,Medicare and Medicaid,New York,10029
335666,BEZALEL REHABILITATION AND NURSING CENTER,29 38 FAR ROCKAWAY BLVD,7184712600,N,Medicare and Medicaid,Queens,11691
335667,SUNSHINE CHILDREN'S HOME AND REHAB CENTER,15 SPRING VALLEY ROAD,9143337000,N,Medicare and Medicaid,Westchester,10562
335668,KIRKHAVEN,254 ALEXANDER STREET,5854611991,N,Medicare and Medicaid,Monroe,14607
335669,DEGRAFF MEMORIAL HOSPITAL-SKILLED NURSING FACILITY,445 TREMONT STREET,7166902080,N,Medicare and Medicaid,Niagara,14120
335672,VALLEY HEALTH SERVICES INC,690 WEST GERMAN STREET,3158663330,N,Medicare and Medicaid,Herkimer,13350
335673,FOUR SEASONS NURSING AND REHABILITATION CENTER,1555 ROCKAWAY PARKWAY,7189276300,N,Medicare and Medicaid,Kings,11236
335674,THE HAMLET REHABILITATION AND HEALTHCARE CENTER AT,100 SOUTHERN BOULEVARD,6313618800,N,Medicare and Medicaid,Suffolk,11767
335675,JAMES G JOHNSTON MEMORIAL NURSING HOME,285 DEYO HILL ROAD,6077987818,N,Medicare and Medicaid,Broome,13790
335676,"HAVEN MANOR HEALTH CARE CENTER, L L C",1441 GATEWAY BOULEVARD,7184711500,N,Medicare and Medicaid,Queens,11691
335677,SHEEPSHEAD NURSING & REHABILITATION CENTER,2840 KNAPP ST,7186465700,N,Medicare and Medicaid,Kings,11235
335678,ELDERWOOD AT LIVERPOOL,4800 BEAR ROAD,3154579946,N,Medicare and Medicaid,Onondaga,13088
335679,ELDERWOOD AT HAMBURG,5775 MAELOU DRIVE,7166482820,N,Medicare and Medicaid,Erie,14075
335680,EDDY MEMORIAL GERIATRIC CENTER,2256 BURDETT AVENUE,5182749890,N,Medicare and Medicaid,Rensselaer,12180
335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,6314224800,N,Medicare and Medicaid,Suffolk,11704
335682,BEACH GARDENS REHAB AND NURSING CENTER,17 11 BROOKHAVEN AVENUE,7188698037,N,Medicare and Medicaid,Queens,11691
335683,ABSOLUT CTR FOR NURSING & REHAB WESTFIELD L L C,26 CASS STREET,7163264646,N,Medicare and Medicaid,Chautauqua,14787
335684,SAPPHIRE NURSING AND REHAB AT GOSHEN,46 HARRIMAN DRIVE,8453601200,N,Medicare and Medicaid,Orange,10924
335685,PALATINE NURSING HOME,154  LAFAYETTE STREET,5186735212,N,Medicare and Medicaid,Montgomery,13428
335687,SALEM HILLS REHABILITATION AND NURSING CENTER,539 ROUTE 22,9142773691,N,Medicare and Medicaid,Westchester,10578
335690,WHITE OAKS REHABILITATION AND NURSING CENTER,8565 JERICHO TURNPIKE,5163673400,N,Medicare and Medicaid,Nassau,11797
335691,ELDERWOOD AT HORNELL,ONE BETHESDA DRIVE,6073246900,N,Medicare and Medicaid,Steuben,14843
335692,ST JOSEPHS PLACE,160 EAST MAIN STREET,8458565351,Y,Medicare and Medicaid,Orange,12771
335693,ROSEWOOD REHABILITATION AND NURSING CENTER,284 TROY ROAD,5182861621,N,Medicare and Medicaid,Rensselaer,12144
335694,BROOKHAVEN HEALTH CARE FACILITY L L C,801 GAZZOLA BLVD,6314478800,N,Medicare and Medicaid,Suffolk,11772
335695,MANHATTANVILLE HEALTH CARE CENTER,311 W 231ST STREET,7186018400,N,Medicare and Medicaid,Bronx,10463
335696,GURWIN JEWISH NURSING AND REHABILITATION CENTER,68 HAUPPAUGE ROAD,6317152000,N,Medicare and Medicaid,Suffolk,11725
335697,EDDY VILLAGE GREEN,421 W COLUMBIA STREET,5182375630,N,Medicare and Medicaid,Albany,12047
335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,5162566700,N,Medicare and Medicaid,Nassau,11580
335701,PATHWAYS NURSING AND REHABILITATION CENTER,1805 PROVIDENCE AVENUE,5183742212,N,Medicare and Medicaid,Schenectady,12309
335702,NORTHWELL HEALTH STERN FAMILY CENTER FOR REHAB,300 COMMUNITY DRIVE,5165628008,N,Medicare and Medicaid,Nassau,11030
335703,BUSHWICK CENTER FOR REHABILITATION AND HEALTH CARE,50 SHEFFIELD AVENUE,7183452273,N,Medicare and Medicaid,Kings,11207
335704,ST JOHNSVILLE REHABILITATION AND NURSING CENTER,7 TIMMERMAN AVENUE,5185685037,N,Medicare and Medicaid,Montgomery,13452
335705,ELLIS RESIDENTIAL & REHABILITATION CENTER,600 MCCLELLAN STREET,5183822196,N,Medicare and Medicaid,Schenectady,12304
335706,IRA DAVENPORT MEMORIAL HOSPITAL S N F/ H R F,7571 STATE ROUTE 54,6077768500,Y,Medicare and Medicaid,Steuben,14810
335710,HAMILTON PARK NURSING AND REHABILITATION CENTER,691 92ND STREET,7185671820,N,Medicare and Medicaid,Kings,11228
335711,SLATE VALLEY CENTER FOR REHABILITATION AND NURSING,10421 STATE ROUTE 40,5186422346,N,Medicare and Medicaid,Washington,12832
335713,SYRACUSE HOME ASSOCIATION,7740 MEIGS ROAD,3156382521,N,Medicare and Medicaid,Onondaga,13027
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,5166568000,N,Medicare and Medicaid,Nassau,11542
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,5163749300,N,Medicare and Medicaid,Nassau,11598
335719,QUANTUM REHABILITATION AND NURSING L L C,63 OAKCREST AVENUE,6319248830,N,Medicare and Medicaid,Suffolk,11953
335720,ATRIUM CENTER FOR REHABILITATION AND NURSING,630 E 104TH STREET,7182403100,N,Medicare and Medicaid,Kings,11236
335721,HERITAGE GREEN REHAB & SKILLED NURSING,3023 ROUTE 430,7164835000,N,Medicare and Medicaid,Chautauqua,14742
335723,EAST HAVEN NURSING & REHABILITATION CENTER,2323  EASTCHESTER ROAD,7186552848,N,Medicare and Medicaid,Bronx,10469
335724,SILVERCREST,144 45 87TH AVENUE,7184804026,N,Medicare and Medicaid,Queens,11435
335725,HOPE CENTER FOR H I V AND NURSING CARE,1401 UNIVERSITY AVENUE,7184086333,N,Medicare and Medicaid,Bronx,10452
335726,BEACON REHABILITATION AND NURSING CENTER,140 BEACH 113TH STREET,7189456350,N,Medicare and Medicaid,Queens,11694
335727,"BETSY ROSS REHABILITATION CENTER, INC",1 ELSIE STREET,3153392220,N,Medicare and Medicaid,Oneida,13440
335730,ST ANNS COMMUNITY,920 CHERRY RIDGE BLVD,5856976800,N,Medicare and Medicaid,Monroe,14580
335732,BETHANY GARDENS SKILLED LIVING CENTER,800 WEST CHESTNUT STREET,3153393210,N,Medicare and Medicaid,Oneida,13440
335734,"FRIEDWALD CENTER FOR REHAB AND NURSING, L L C",475 NEW HEMPSTEAD ROAD,8456782000,N,Medicare and Medicaid,Rockland,10956
335735,DELMAR CENTER FOR REHABILITATION AND NURSING,125 ROCKEFELLER ROAD,5184398116,N,Medicare and Medicaid,Albany,12054
335737,"WEST LAWRENCE CARE CENTER, L L C",1410 SEAGIRT BLVD,7184717000,N,Medicare and Medicaid,Queens,11691
335738,OCEAN GARDENS CARE CENTER,64 11 BEACH CHANNEL DRIVE,7189450700,N,Medicare and Medicaid,Queens,11692
335739,LUXOR NURSING AND REHABILITATION AT MILLS POND,273 MORICHES ROAD,6318628990,N,Medicare and Medicaid,Suffolk,11780
335742,NIAGARA REHABILITATION AND NURSING CENTER,822 CEDAR AVENUE,7162821207,N,Medicare and Medicaid,Niagara,14301
335744,GRAND MANOR NURSING & REHABILITATION CENTER,700 WHITE PLAINS ROAD,7185188892,N,Medicare and Medicaid,Bronx,10473
335746,ST LUKE RESIDENTIAL HEALTH CARE FACILITY INC,299 EAST RIVER ROAD,3153423166,N,Medicare and Medicaid,Oswego,13126
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,5165368000,N,Medicare and Medicaid,Nassau,11570
335748,SAINTS JOACHIM & ANNE NURSING AND REHAB CENTER,2720 SURF AVENUE,7187144800,N,Medicare and Medicaid,Kings,11224
335750,FISHKILL CENTER FOR REHABILITATION AND NURSING,22 ROBERT R. KASIN WAY,8458318704,N,Medicare and Medicaid,Dutchess,12508
335751,HIGHBRIDGE WOODYCREST CENTER,936 WOODYCREST AVENUE,7184141157,N,Medicare and Medicaid,Bronx,10452
335752,ELDERWOOD AT CHEEKTOWAGA,225 BENNETT ROAD,7166819480,N,Medicare and Medicaid,Erie,14227
335753,BRONXCARE SPECIAL CARE CENTER,1265 FULTON AVENUE,7185797000,N,Medicare and Medicaid,Bronx,10456
335755,BELLHAVEN CENTER FOR REHAB AND NURSING CARE,110 BEAVER DAM ROAD,6312868100,N,Medicare and Medicaid,Suffolk,11719
335756,SMITHTOWN CENTER FOR REHABILITATION & NURSING CARE,391 NORTH COUNTRY ROAD,6313612020,N,Medicare and Medicaid,Suffolk,11787
335757,"HARRIS HILL NURSING FACILITY, L L C",2699 WEHRLE DRIVE,7166323700,N,Medicare and Medicaid,Erie,14221
335758,LONG ISLAND STATE VETERANS HOME,100 PATRIOTS ROAD,6314448500,N,Medicare and Medicaid,Suffolk,11790
335759,NORWICH REHABILITATION & NURSING CENTER,88 CALVARY DRIVE,6073363915,N,Medicare and Medicaid,Chenango,13815
335760,EDDY HERITAGE HOUSE NURSING AND REHABILITATION CTR,2920 TIBBITS AVENUE,5182744125,N,Medicare and Medicaid,Rensselaer,12180
335761,LUXOR NURSING AND REHABILITATION AT SAYVILLE,300 BROADWAY AVENUE,6315679300,N,Medicare and Medicaid,Suffolk,11782
335762,ST MARYS CENTER INC,516 WEST 126TH STREET,2126621826,N,Medicare and Medicaid,New York,10027
335763,ST VINCENT DEPAUL RESIDENCE,900 INTERVALE AVENUE,7185896965,N,Medicare and Medicaid,Bronx,10459
335764,IROQUOIS NURSING HOME INC,4600 SOUTHWOOD HEIGHTS DRIVE,3154691300,N,Medicare and Medicaid,Onondaga,13078
335765,TEN BROECK COMMONS,ONE COMMONS DRIVE,8453366666,N,Medicare and Medicaid,Ulster,12449
335766,GHENT REHABILITATION & NURSING CENTER,1 WHITTIER WAY,5188280800,N,Medicare and Medicaid,Columbia,12075
335767,OUR LADY OF MERCY LIFE CENTER,2 MERCYCARE LANE,5184648100,N,Medicare and Medicaid,Albany,12084
335768,GUTHRIE CORTLAND MEDICAL CENTER,134 HOMER AVENUE,6077563909,Y,Medicare and Medicaid,Cortland,13045
335769,EDNA TINA WILSON LIVING CENTER,700 ISLAND COTTAGE ROAD,5853686100,N,Medicare and Medicaid,Monroe,14612
335770,N Y S VETERANS HOME IN N Y C,178 50 LINDEN BLVD,7189900329,N,Medicare and Medicaid,Queens,11434
335771,THROGS NECK EXTENDED CARE FACILITY,707 THROGGS NECK EXPRESSWAY,7184300003,N,Medicare and Medicaid,Bronx,10465
335772,RICHMOND CTR FOR REHAB AND SPECIALTY HEALTHCARE,91 TOMPKINS AVENUE,7188761200,N,Medicare and Medicaid,Richmond,10304
335774,SETON HEALTH AT SCHUYLER RIDGE RESIDENTIAL H C,1 ABELE DRIVE,5183711400,N,Medicare and Medicaid,Saratoga,12065
335775,BRONX GARDENS REHABILITATION AND NURSING CENTER,2175 QUARRY RD,7189603910,N,Medicare and Medicaid,Bronx,10457
335777,FATHER BAKER MANOR,6400 POWERS ROAD,7166670001,N,Medicare and Medicaid,Erie,14127
335778,THE HIGHLANDS AT BRIGHTON,5901 LAC DE VILLE BLVD,5854427960,N,Medicare and Medicaid,Monroe,14618
335780,CASA PROMESA,308 EAST 175 STREET,7189607603,N,Medicare and Medicaid,Bronx,10457
335782,WESTHAMPTON CARE CENTER,78 OLD COUNTRY ROAD,6312880101,N,Medicare and Medicaid,Suffolk,11977
335784,SCHERVIER PAVILION,22 VAN DUZER PLACE,8459875717,N,Medicare and Medicaid,Orange,10990
335785,FINGER LAKES CENTER FOR LIVING,20 PARK AVENUE,3152557188,N,Medicare and Medicaid,Cayuga,13021
335786,HIGHLANDS LIVING CENTER,500 HAHNEMANN TRAIL,5853831700,N,Medicare and Medicaid,Monroe,14534
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,5165654800,N,Medicare and Medicaid,Nassau,11550
335788,WESTERN NEW YORK STATE VETERANS HOME,220 RICHMOND AVENUE,5853452076,N,Medicare and Medicaid,Genesee,14020
335789,TACONIC REHABILITATION AND NURSING AT HOPEWELL,3 SUMMIT COURT,8458961500,N,Medicare and Medicaid,Dutchess,12524
335790,ELDERWOOD AT WHEATFIELD,2600 NIAGARA FALLS BOULEVARD,7162158000,N,Medicare and Medicaid,Niagara,14304
335791,QUEENS BOULEVARD EXTENDED CARE FACILITY,61 11 QUEENS BOULEVARD,7182050288,N,Medicare and Medicaid,Queens,11377
335792,NORTHERN MANHATTAN REHABILITATION AND NURSING CTR,116 EAST 125TH ST,2124261284,N,Medicare and Medicaid,New York,10035
335793,KENDAL AT ITHACA,2230 NORTH TRIPHAMMER ROAD,6072665300,N,Medicare and Medicaid,Tompkins,14850
335794,ONEIDA CENTER FOR REHABILITATION AND NURSING,1445 KEMBLE STREET,3157320100,N,Medicare and Medicaid,Oneida,13501
335795,ANDRUS ON HUDSON,185 OLD BROADWAY,9144783700,N,Medicare and Medicaid,Westchester,10706
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,5163778200,N,Medicare and Medicaid,Nassau,11520
335797,THE OSBORN,101 THEALL ROAD,9149674100,N,Medicare,Westchester,10580
335798,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,755 HEMPSTEAD TURNPIKE,5165651900,N,Medicare and Medicaid,Nassau,11553
335799,UNION PLAZA CARE CENTER,33 23 UNION STREET,7186700700,N,Medicare and Medicaid,Queens,11354
335800,NOTTINGHAM R H C F,1305 NOTTINGHAM ROAD,3154450123,N,Medicare and Medicaid,Onondaga,13078
335801,MVHS REHABILITATION AND NURSING CENTER,1650 CHAMPLIN AVENUE,3156248600,N,Medicare and Medicaid,Oneida,13504
335802,GLEN ARDEN INC,46 HARRIMAN DRIVE,8452917800,N,Medicare and Medicaid,Orange,10924
335803,TACONIC REHABILITATION AND NURSING AT ULSTER,ONE WINGATE WAY,8456916800,N,Medicare and Medicaid,Ulster,12528
335804,THE PAVILION AT QUEENS FOR REHABILITATION & NRSING,36 17 PARSONS BOULEVARD,7189614300,N,Medicare and Medicaid,Queens,11354
335805,DR SUSAN SMITH MCKINNEY NURSING AND REHAB CENTER,594 ALBANY AVENUE,7182457000,N,Medicare and Medicaid,Kings,11203
335806,SPRINGVALE NURSING & REHABILITATION CENTER,67 SPRINGVALE ROAD,9147396700,N,Medicare and Medicaid,Westchester,10520
335808,HEMPSTEAD PARK NURSING HOME,800 FRONT STREET,5167059700,N,Medicare and Medicaid,Nassau,11550
335809,THE GROVE AT VALHALLA REHAB AND NURSING CENTER,61 GRASSLANDS ROAD,9146818400,N,Medicare and Medicaid,Westchester,10595
335810,LUTHERAN CENTER AT POUGHKEEPSIE INC,965 DUTCHESS TURNPIKE,8454869494,N,Medicare and Medicaid,Dutchess,12603
335811,LINDEN CENTER FOR NURSING AND REHABILITATION,2237 LINDEN BOULEVARD,7186497000,N,Medicare and Medicaid,Kings,11207
335812,HUDSON PARK REHABILITATION AND NURSING CENTER,325 NORTHERN BOULEVARD,5184491100,N,Medicare and Medicaid,Albany,12204
335814,ELMHURST CARE CENTER INC,100 17  23RD AVENUE,7182058100,N,Medicare and Medicaid,Queens,11369
335815,SENECA HILL MANOR INC,20 MANOR DRIVE,3153495300,N,Medicare and Medicaid,Oswego,13126
335816,CANTERBURY WOODS,725 RENAISSANCE DRIVE,7169295800,N,Medicare and Medicaid,Erie,14221
335817,GARDEN CARE CENTER,135 FRANKLIN AVENUE,5167752100,N,Medicare and Medicaid,Nassau,11010
335818,HUNTINGTON HILLS CTR FOR HEALTH AND REHABILITATION,400 SOUTH SERVICE ROAD,6314393000,N,Medicare and Medicaid,Suffolk,11747
335819,PARK AVENUE EXTENDED CARE FACILITY,425 NATIONAL BOULEVARD,5164312600,N,Medicare and Medicaid,Nassau,11561
335820,REGAL HEIGHTS REHABILITATION AND HEALTH CARE CTR,70-05 35 AVENUE,7186625100,N,Medicare and Medicaid,Queens,11372
335821,ST CATHERINE OF SIENA NRSG AND REHAB CARE CENTER,52 ROUTE 25A,6318623900,N,Medicare and Medicaid,Suffolk,11787
335823,HELEN HAYES HOSPITAL R H C F,51 N RT 9W,8457864000,Y,Medicare and Medicaid,Rockland,10993
335824,PUTNAM RIDGE,46 MT EBO ROAD NORTH,8452783636,N,Medicare and Medicaid,Putnam,10509
335825,THE BROOK AT HIGH FALLS NURSING HOME AND REHAB CTR,2150 ST PAUL STREET,5853425540,N,Medicare and Medicaid,Monroe,14621
335826,BUENA VIDA REHAB AND NURSING CENTER,48 CEDAR STREET,7184556200,N,Medicare and Medicaid,Kings,11221
335827,THE GRAND REHABILITATION AND NRSG AT RIVER VALLEY,140 MAIN STREET,8454547600,N,Medicare and Medicaid,Dutchess,12601
335828,TACONIC REHABILITATION AND NURSING AT BEACON,10 HASTINGS DRIVE,8454401600,N,Medicare and Medicaid,Dutchess,12508
335829,ADIRA AT RIVERSIDE REHABILITATION AND NURSING,120 ODELL AVENUE,9149643333,N,Medicare and Medicaid,Westchester,10701
335830,ST MARGARETS CENTER,27 HACKETT BLVD,5185913300,N,Medicare and Medicaid,Albany,12208
335831,FULTON COMMONS CARE CENTER INC,60 MERRICK AVENUE,5162229300,N,Medicare and Medicaid,Nassau,11554
335832,NEW YORK STATE VETERANS HOME AT MONTROSE,2090 ALBANY POST ROAD,9147886000,N,Medicare,Westchester,10548
335833,JEFFERSON'S FERRY,500 MATHER DRIVE,6316502700,N,Medicare and Medicaid,Suffolk,11720
335834,HIGHPOINTE ON MICHIGAN HEALTH CARE FACILITY,1031 MICHIGAN AVE,7167483101,N,Medicare and Medicaid,Erie,14203
335835,ISLAND NURSING AND REHAB CENTER,5537 EXPRESSWAY DRIVE NORTH,6317583336,N,Medicare and Medicaid,Suffolk,11742
335837,MARIA REGINA RESIDENCE INC,1725 BRENTWOOD ROAD,6312734500,N,Medicare and Medicaid,Suffolk,11717
335838,NEW YORK CENTER FOR REHABILITATION & NURSING,26-13  21ST STREET,7186264800,N,Medicare and Medicaid,Queens,11102
335839,AFFINITY SKILLED LIVING AND REHABILITATION CENTER,305 LOCUST AVENUE,6312185900,N,Medicare and Medicaid,Suffolk,11769
335840,MEDFORD MULTICARE CENTER FOR LIVING,3115 HORSEBLOCK ROAD,6317303000,N,Medicare and Medicaid,Suffolk,11763
335842,PECONIC LANDING AT SOUTHOLD,1500 BRECKNOCK ROAD,6314773800,N,Medicare and Medicaid,Suffolk,11944
335843,OUR LADY OF PEACE NURSING CARE RESIDENCE,5285 LEWISTON ROAD,7162982900,N,Medicare and Medicaid,Niagara,14092
335844,THE KNOLLS,55 GRASSLAND ROAD,9149897800,N,Medicare and Medicaid,Westchester,10595
335845,NORTHEAST CTR FOR REHABILITATION AND BRAIN INJURY,300 GRANT AVENUE,8453363500,N,Medicare and Medicaid,Ulster,12449
335847,HOPKINS CENTER FOR REHABILITATION AND HEALTHCARE,155 DEAN STREET,7186946700,N,Medicare and Medicaid,Kings,11217
335848,KENDAL ON HUDSON,ONE KENDAL WAY,9149221000,N,Medicare and Medicaid,Westchester,10591
335850,THE HAMPTONS CENTER FOR REHABILITATION AND NURSING,64 COUNTY ROAD 39,6317021000,N,Medicare and Medicaid,Suffolk,11968
335853,JOHN T MATHER MEMORIAL HOSP T C U,75 NORTH COUNTRY ROAD,6314731320,Y,Medicare and Medicaid,Suffolk,11777
335854,FOX RUN AT ORCHARD PARK,ONE FOX RUN LANE,7166625001,N,Medicare and Medicaid,Erie,14127
335857,WILKINSON RESIDENTIAL HEALTH CARE FACILITY,4988 STATE HWY 30,5188413572,N,Medicare and Medicaid,Montgomery,12010
335858,WOODLAND POND AT NEW PALTZ,100 WOODLAND POND CIRCLE,8452565910,N,Medicare and Medicaid,Ulster,12561
335859,GOOD SHEPHERD VILLAGE AT ENDWELL,14 VILLAGE DRIVE,6077573102,N,Medicare and Medicaid,Broome,13760
335860,EDDY VILLAGE GREEN AT BEVERWYCK,40 AUTUMN DRIVE,5184512107,N,Medicare and Medicaid,Albany,12159
335861,THE AMSTERDAM AT HARBORSIDE,300 EAST OVERLOOK,5164726610,N,Medicare and Medicaid,Nassau,11050
335863,ST JOHN'S PENFIELD HOMES,65 SONOMA DRIVE,5852925250,N,Medicare and Medicaid,Monroe,14450
335865,"SAMARITAN SENIOR VILLAGE, INC",22691 CAMPUS DRIVE,3157826800,Y,Medicare and Medicaid,Jefferson,13601
335869,NORTHERN WESTCHESTER HOSPITAL T C U,400 EAST MAIN STREET,9146668306,Y,Medicare and Medicaid,Westchester,10549
335870,UPSTATE UNIVERSITY HOSP AT COMMUNITY GENERAL T C U,4900 BROAD ROAD,3154925786,Y,Medicare,Onondaga,13215
335871,MOUNT SINAI SOUTH NASSAU T C U,1 HEALTHY WAY,5166323500,Y,Medicare,Nassau,11572
335873,HELEN HAYES HOSPITAL T C U,51 N ROUTE 9W,8457864000,Y,Medicare,Rockland,10993
335874,THE STEVEN AND ALEXANDRA COHEN PED L T C PAVILION,95 BRADHURST AVE,9148312582,N,Medicare and Medicaid,Westchester,10595
335876,DELHI REHABILITATION AND NURSING CENTER,41861 STATE ROUTE 10,6074644444,N,Medicare and Medicaid,Delaware,13753
335878,EPIC REHABILITATION AND NURSING AT WHITE PLAINS,120 CHURCH STREET,9143509010,N,Medicare and Medicaid,Westchester,10601
33A246,ELIZABETH SETON CHILDREN'S CENTER,300 CORPORATE BLVD SOUTH,9142946300,N,Medicaid,Westchester,10701
